BaseID,Name,key_character,character_tier,relic_rec,notes,alignment,role,categories,ship
QUIGONJINN,Qui-Gon Jinn,no,,7,,Light Side,Support,Leader|Galactic Republic|Jedi|Jedi Vanguard|Order 66 Raid,
QUIGGOLD,Quiggold,yes,,9,GAC delta,Dark Side,Tank,Pirate|Scoundrel|Order 66 Raid,
R2D2_LEGENDARY,R2-D2,yes,,9,,Light Side,Support,Droid|Galactic Republic|Rebel|Resistance,
SCORCH,"RC-1262 ""Scorch""",yes,,9,,Dark Side,Tank,Clone Trooper|Empire|Order 66 Raid,
RANGETROOPER,Range Trooper,no,,5,,Dark Side,Support,Empire|Imperial Trooper,
HOTHLEIA,Rebel Officer Leia Organa,no,,5,,Light Side,Attacker,Leader|Rebel,
EPIXFINN,Resistance Hero Finn,yes,,7,GAC delta,Light Side,Attacker,Resistance,
EPIXPOE,Resistance Hero Poe,yes,,7,GAC delta,Light Side,Attacker,Resistance,
RESISTANCEPILOT,Resistance Pilot,no,,5,,Light Side,Attacker,Resistance,XWINGRESISTANCE
RESISTANCETROOPER,Resistance Trooper,no,,5,,Light Side,Attacker,Resistance,MG100STARFORTRESSSF17
GLREY,Rey,yes,,10,GL,Light Side,Attacker,Leader|Resistance|Galactic Legend|Unaligned Force User,
DARKREY,Rey (Dark Side Vision),yes,,8,,Dark Side,Attacker,First Order|Sith,
REYJEDITRAINING,Rey (Jedi Training),yes,,7,,Light Side,Tank,Leader|Resistance|Unaligned Force User,
REY,Rey (Scavenger),yes,,8,,Light Side,Attacker,Resistance|Unaligned Force User,MILLENNIUMFALCONEP7
ROSETICO,Rose Tico,yes,,7,GAC delta,Light Side,Attacker,Resistance,MG100STARFORTRESSSF17
ROYALGUARD,Royal Guard,no,,7,,Dark Side,Tank,Empire,EMPERORSSHUTTLE
SM33,SM-33,yes,,9,GAC delta,Dark Side,Attacker,Droid|Pirate|Scoundrel|Order 66 Raid,
STAP,STAP,no,,7,,Dark Side,Attacker,Droid|Separatist,
SABINEWRENS3,Sabine Wren,no,,7,TW delta,Light Side,Attacker,Mandalorian|Phoenix|Rebel,PHANTOM2
SANASTARROS,Sana Starros,no,,5,,Light Side,Attacker,Leader|Mercenary|Pirate|Scoundrel|Smuggler|Order 66 Raid,
SATELESHAN,Satele Shan,yes,,9,GAC delta,Light Side,Tank,Leader|Jedi|Old Republic,
SAVAGEOPRESS,Savage Opress,yes,,7,GAC delta,Dark Side,Attacker,Leader|Sith,
SAWGERRERA,Saw Gerrera,yes,,7,TB,Light Side,Support,Leader|Rebel|Rebel Fighter,
SCARIFREBEL,Scarif Rebel Pathfinder,no,,5,,Light Side,Tank,Rebel|Rebel Fighter|Rogue One,UWINGSCARIF
SCOUTTROOPER_V3,Scout Trooper,yes,,8,TB,Dark Side,Support,Empire|Imperial Remnant|Imperial Trooper,
SECONDSISTER,Second Sister,yes,,7,GAC delta,Dark Side,Attacker,Leader|Empire|Inquisitorius|Unaligned Force User,TIEINTERCEPTOR
SEVENTHSISTER,Seventh Sister,yes,,9,TB,Dark Side,Healer,Leader|Empire|Inquisitorius|Unaligned Force User,
SHAAKTI,Shaak Ti,yes,,8,,Light Side,Support,Leader|Galactic Republic|Jedi|Jedi Vanguard|Order 66 Raid,
SHINHATI,Shin Hati,yes,,8,,Dark Side,Attacker,Mercenary|Unaligned Force User,
SHORETROOPER,Shoretrooper,no,,5,,Dark Side,Tank,Empire|Imperial Trooper,TIEREAPER
SITHASSASSIN,Sith Assassin,yes,,9,,Dark Side,Attacker,Sith|Sith Empire,SITHFIGHTER
SITHTROOPER,Sith Empire Trooper,yes,,7,,Dark Side,Tank,Sith|Sith Empire,SITHSUPREMACYCLASS
SITHPALPATINE,Sith Eternal Emperor,yes,,9,GL,Dark Side,Attacker,Leader|Galactic Legend|Sith,
SITHMARAUDER,Sith Marauder,yes,,8,,Dark Side,Attacker,Sith|Sith Empire,SITHBOMBER
FOSITHTROOPER,Sith Trooper,yes,,8,GAC delta,Dark Side,Attacker,First Order|Sith,TIEDAGGER
UNDERCOVERLANDO,Skiff Guard (Lando Calrissian),yes,,8,,Light Side,Attacker,Hutt Cartel|Scoundrel|Smuggler,
SNOWTROOPER,Snowtrooper,no,,5,,Dark Side,Attacker,Empire|Imperial Trooper,
STARKILLER,Starkiller,yes,,9,GAC delta,Dark Side,Attacker,Unaligned Force User,
STORMTROOPER,Stormtrooper,no,,5,,Dark Side,Tank,Empire|Imperial Remnant|Imperial Trooper,
STORMTROOPERHAN,Stormtrooper Han,yes,,7,GAC delta,Light Side,Tank,Leader|Rebel|Scoundrel,
STORMTROOPERLUKE,Stormtrooper Luke,yes,,7,GAC delta,Light Side,Support,Leader|Rebel,
SUNFAC,Sun Fac,no,,5,,Dark Side,Tank,Geonosian|Separatist,GEONOSIANSTARFIGHTER1
SUPREMELEADERKYLOREN,Supreme Leader Kylo Ren,yes,,9,GL,Dark Side,Attacker,Leader|First Order|Galactic Legend|Unaligned Force User,
T3_M4,T3-M4,no,,5,,Light Side,Support,Droid|Old Republic,EBONHAWK
TIEFIGHTERPILOT,TIE Fighter Pilot,no,,5,,Dark Side,Attacker,Empire|Imperial Remnant,TIEFIGHTERIMPERIAL
TALIA,Talia,no,,5,,Dark Side,Healer,Leader|Nightsister,
TARFFUL,Tarfful,yes,,7,TB,Light Side,Support,Leader|Wookiee,
TARONMALICOS,Taron Malicos,yes,,9,GAC delta,Dark Side,Attacker,Unaligned Force User,
BADBATCHTECH,Tech,no,,5,,Light Side,Support,Bad Batch|Clone Trooper|Galactic Republic,MARAUDER
TEEBO,Teebo,no,,5,,Light Side,Tank,Leader|Ewok,
VANGUARDTEMPLEGUARD,Temple Guard,yes,,9,TB,Light Side,Tank,Galactic Republic|Jedi|Jedi Vanguard|Order 66 Raid,
ARMORER,The Armorer,yes,,7,GAC delta,Light Side,Support,Leader|Mandalorian,
THEMANDALORIAN,The Mandalorian,no,,5,,Light Side,Attacker,Leader|Bounty Hunter|Mandalorian|Scoundrel,
THEMANDALORIANBESKARARMOR,The Mandalorian (Beskar Armor),yes,,8,,Light Side,Attacker,Leader|Mandalorian|Mercenary|Scoundrel,RAZORCREST
STRANGER,The Stranger,yes,,9,GAC delta,Dark Side,Attacker,Leader|Sith,
THIRDSISTER,Third Sister,yes,,9,,Dark Side,Tank,Leader|Empire|Inquisitorius|Unaligned Force User,
C3POCHEWBACCA,Threepio & Chewie,yes,,7,TB,Light Side,Attacker,Droid|Rebel|Wookiee,
TUSKENCHIEFTAIN,Tusken Chieftain,no,,5,,Dark Side,Support,Leader|Tusken,
TUSKENRAIDER,Tusken Raider,no,,5,,Dark Side,Attacker,Tusken,
TUSKENSHAMAN,Tusken Shaman,no,,5,,Dark Side,Healer,Tusken,
TUSKENHUNTRESS,Tusken Warrior,no,,7,,Dark Side,Attacker,Tusken,
URORRURRR,URoRRuR'R'R,no,,5,,Dark Side,Support,Leader|Tusken,
UGNAUGHT,Ugnaught,no,,5,,Light Side,Support,,
YOUNGCHEWBACCA,Vandor Chewbacca,yes,,7,TB,Light Side,Tank,Mercenary|Scoundrel|Smuggler|Wookiee,
VANE,Vane,yes,,9,GAC delta,Dark Side,Tank,Pirate|Scoundrel|Order 66 Raid,
VEL,Vel Sartha,no,,5,,Light Side,Support,Rebel|Rebel Fighter,
SMUGGLERCHEWBACCA,Veteran Smuggler Chewbacca,yes,,7,TB,Light Side,Attacker,Resistance|Scoundrel|Wookiee|Smuggler,
SMUGGLERHAN,Veteran Smuggler Han Solo,no,,5,,Light Side,Attacker,Mercenary|Resistance|Scoundrel|Smuggler,
VISASMARR,Visas Marr,yes,,7,GAC delta,Light Side,Healer,Unaligned Force User,
WAMPA,Wampa,no,,7,,Dark Side,Attacker,,
WATTAMBOR,Wat Tambor,yes,,7,TW delta,Dark Side,Support,Separatist,
WEDGEANTILLES,Wedge Antilles,no,,5,,Light Side,Attacker,Leader|Rebel|Rebel Fighter,XWINGRED2
WICKET,Wicket,no,,5,,Light Side,Attacker,Ewok,
BADBATCHWRECKER,Wrecker,no,,5,,Light Side,Tank,Bad Batch|Clone Trooper|Galactic Republic,MARAUDER
WRECKERS3,Wrecker (Mercenary),yes,,8,GAC delta,Light Side,Tank,Bad Batch|Mercenary|Order 66 Raid,
YODACHEWBACCA,Yoda & Chewie,yes,,7,TB,Light Side,Support,Galactic Republic|Jedi|Wookiee,
YOUNGHAN,Young Han Solo,yes,,5,TB,Light Side,Attacker,Mercenary|Scoundrel|Smuggler,
YOUNGLANDO,Young Lando Calrissian,no,,6,,Light Side,Attacker,Mercenary|Scoundrel|Smuggler,MILLENNIUMFALCONPRISTINE
ZAALBAR,Zaalbar,yes,,7,TB,Light Side,Tank,Mercenary|Old Republic|Scoundrel|Wookiee,
ZAMWESELL,Zam Wesell,no,,7,,Dark Side,Attacker,Leader|Bounty Hunter|Mercenary|Scoundrel,
ZORIIBLISS_V2,Zorii Bliss,yes,,7,GAC delta,Light Side,Support,Resistance|Scoundrel|Smuggler,COMEUPPANCE
ZUCKUSS,Zuckuss,no,,7,,Dark Side,Tank,Leader|Bounty Hunter|Scoundrel|Unaligned Force User,
